SMILES,pIC50,source
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C=4C=CC(=NC4)N5CC(C(N)=O)C5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C=4C=CC(=NC4)N5CCC(C(NC)=O)CC5,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C=4C=CC(C(NCCCOC)=O)=NC4,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C=4C=CC(NCCCOC)=NC4,7.0,CAS
O=C1N(CCN1C=2C=CC(=NC2)N3CC(C(NC)=O)CC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C=4C=CC(=NC4)N5CCC(S(C)(=O)=O)CC5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C=4C=CC(=NC4)N5CCC(N(C)C)CC5,7.0,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C=4C=CC(=NC4)N5CC(C(NC)=O)C5,7.0,CAS
O=C1N(CCN1C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)C=4SC(S(C)(=O)=O)=CC4,7.0,CAS
CC1(C)C=2C(=CC=C(C2)N3C(=O)N(CC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5)S(=O)(=O)C1,7.0,CAS
O=C1N(CCN1C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)C=4C=C5C(=CC4)N(C)C=C5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(OCCS(C)(=O)=O)C=C4,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C(C)N5CCC(C(NC)=O)CC5)C=C4,7.0,CAS
O=C1N(CCN1C2=CC=C(CN3CCC(C(NC)=O)CC3)C=C2)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C(C(C)C)N5CCOCC5)C=C4,7.0,CAS
O=C1N(CCN1C2=CC=C(C=C2)N3C[C@H](C(NC)=O)CC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103,CAS
O=C1N(CCN1C2=CC=C(C=C2)N3C[C@@H](C(NC)=O)CC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C=4C=C(N=CC4)N5CCOCC5,6.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(NC5CCOC5)C=C4,7.0,CAS
C(C(C)C)(C#N)C1CN(C1)C2=CC=C(C=C2)N3C(=O)N(CC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=C4)N5CC(=O)N(C)CC5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=C4)N5CCN(C(NC)=O)CC5,7.0,CAS
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=C4)N5CCN(C(CC#N)=O)CC5,7.0,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=C4)N5CCC(F)CC5,7.0,CAS
N(C)C1(COC1)C2CCN(CC2)C3=CC=C(C=C3)N4C(=O)N(CC4)C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.0,CAS
C(NC)(=O)C1CC2N(C(C1)CC2)C3=CC=C(C=C3)N4C(=O)N(CC4)C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3CCCCO3)C=CC2,6.6,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3CN(C)CCO3)C=CC2)=NN=C1,5.69897,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3CN(CCO3)C4=CC=CC=C4)C=CC2)=NN=C1,6.88606,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3CN(CCO3)C=4C=CC=NC4)C=CC2)=NN=C1,7.50864,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCC(=O)N4)C=CC2,7.72125,CAS
CN1C=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)CCC1=O,7.5376,CAS
CN1C=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)OCC1=O,7.58503,CAS
FC=1C=C2C(=CC1C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)NC(=O)C(C)(C)O2,7.3098,CAS
C(CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)OCC(=O)N4)C=CC2,6.83268,CAS
CC1(C)C=2C(=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C(F)C2)NC(=O)C1,6.9914,CAS
CN1C=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)CCCC1=O,6.79317,CAS
CC1(C)C=2C(=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C(F)C2)N(C)C(=O)C1,7.20066,CAS
C(C)(C)N1C(=NN=C1)C2=CC(NC(=O)C=3C=C4C(=CC3F)CCCC(=O)N4)=CC=C2,6.69897,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCCC(=O)N4)C=CC2,7.0655,CAS
C(CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCCC(=O)N4C)C=CC2,6.69897,CAS
C(NC=1N=C(C=CC1)C=2N(C(C)C)C=NN2)(=O)C=3C=C4N5C(COC4=CC3F)=CN=C5,7.50864,CAS
C(NC=1N=C(C=CC1)C=2N(C=NN2)C3CC3)(=O)C=4C=C5N6C(COC5=CC4F)=CN=C6,6.9431,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)N5C=C(N=C5)C6CC6)=NN=C1,7.20761,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=C(C)C=C4)N5C=C(N=C5)C6CC6)=NN=C1,5.05904,CAS
O(C)C=1C(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)=CC(=CC1)N5C=C(N=C5)C6CC6,6.56864,CAS
O(C)C1=CC(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)=CC(=C1)N5C=C(N=C5)C6CC6,4.94715,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=C(C=C4)N5CCOCC5)N6C=C(N=C6)C7CC7)=NN=C1,4.93431,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC(=C4)N5CCOCC5)N6C=C(N=C6)C7CC7)=NN=C1,7.12494,CAS
C1=2C(=NNC1=CC=C(C2)C=3N(C=NN3)C4CCCCC4)C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,6.61439,CAS
C1=2C(=NNC1=CC=C(C2)C=3N(C=NN3)C4CCCC4)C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,5.25948,CAS
C1=2C(=NNC1=CC=C(C2)C=3N(C=NN3)C4CC4)C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,5.15212,CAS
C1=2C(=NNC1=CC=C(C2)C=3N(C=NN3)C4CCC4)C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,5.13811,CAS
S(C)(=O)(=O)C=1C=C(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)C=CC1,6.1349,CAS
C(N)(=O)C=1C=C(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)C=CC1,7.13077,CAS
C(NC1CC1)(=O)C=2C=C(C=3C=4C(NN3)=CC=C(C4)C=5N(C(C)C)C=NN5)C=CC2,6.56703,CAS
C(NC1=CN(C)N=C1)(=O)C=2C=C(C=3C=4C(NN3)=CC=C(C4)C=5N(C(C)C)C=NN5)C=CC2,6.84164,CAS
C(NCCOC)(=O)C=1C=C(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)C=CC1,6.61083,CAS
N(C(=O)C1=CC=C(C(F)(F)F)C=C1)C=2C=C(C=3C=4C(NN3)=CC=C(C4)C=5N(C(C)C)C=NN5)C=CC2,6.70553,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C=5C=CC=NC5)=NN=C1,6.54821,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C5=CN(N=C5)C6CCOCC6)=NN=C1,4.91851,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C5=CN(C(OCC)C)N=C5)=NN=C1,5.35047,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C=5N(C)N=CC5)=NN=C1,6.06803,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C5=CN(C)N=C5)=NN=C1,5.0792,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)C5=CN(COC)N=C5)=NN=C1,5.00842,CAS
N(S(CC)(=O)=O)C=1C=C(C=2C=3C(NN2)=CC=C(C3)C=4N(C(C)C)C=NN4)C=CC1,7.69897,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C4=CC(=CC=C4)N5N=C(N=C5)C6CC6)=NN=C1,5.05173,CAS
N(C(=O)C1=CC=C(C(F)(F)F)C=C1)C=2C=C(C=3C=4C(NN3)=CC=C(C4)C=5NC=NN5)C=CC2,6.27409,CAS
C1=2C(=NNC1=CC=C(C2)C=3C=NNC3)C4=CC(=CC=C4)N5C=C(N=C5)C6CC6,6.56067,CAS
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C=4C=C(C=NC4)C5=CN(C(OCC)C)N=C5)=NN=C1,6.55752,CAS
C(NC=1N=C(SC1)C=2N(C=NN2)C3CC3)(=O)C=4C=C(C(=CN4)N5CC6N(CC5)C(=O)OC6)N7C=C(N=C7)C8CC8,8.56864,CAS
C(NC=1N=C(SC1)C=2N(C(C(F)(F)F)C)C=NN2)(=O)C=3C=C(C(=CN3)N4CCCCC4)N5C=C(N=C5)C6CC6,9.1549,CAS
C(C1=CC(N2CCN(CCO)CC2)=NC(C)=N1)C=3SC(C(NC4=C(C)C=CC=C4Cl)=O)=CN3,5.0,CAS
C[C@@]12C=3C(C(=C[C@]1([C@@](C(OC)=O)(C)CCC2)[H])C=4C=CC=NC4)=CC(C(C)C)=C(C(=NO)C)C3,4.97469,CAS
N(C(NC1=C(Cl)C=CC=C1)=O)C2=CN(N=C2)C=3C=C(C(NC4COC4)=O)SC3,7.45593,CAS
N(C(NC1=C(Cl)C=CC=C1F)=O)C2=CN(N=C2)C=3C=C(C(NC4COC4)=O)SC3,7.48149,CAS
CC1=C(C=C(C(NC2COC2)=O)S1)N3C=C(NC(NC4=C(Cl)C=CC=C4F)=O)C=N3,7.17393,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3OC=4C(C3C)=CC=CC4)C=CC2,5.95624,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3=NC=4C(S3)=CC=CC4)C=CC2)=NN=C1,6.29585,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3=CC=4C(N3)=NC=CC4)C=CC2)=NN=C1,6.90309,CAS
O=C1C2(C=3C(N1)=CC=C(C(O)=O)C3)CCN(C(=O)C4=CC=C(Cl)C=C4)CC2,7.69897,CAS
O=C1C2(C=3C(N1)=CC=C(C(O)=O)C3)CCN(CC4=C(Cl)C=C(Cl)C=C4)CC2,7.50864,CAS
N(C(=O)C1=CC(OC)=C(OC)C(OC)=C1)C2=C(C(NC3=CC=CC=C3)=O)N4C(=C2C#N)CCC4,7.08619,CAS
N(C(=O)C1=CC(OC)=C(OC)C(OC)=C1)C2=C(C(NC3=CC=C(C)C=C3)=O)N4C(=C2C#N)CCC4,7.16749,CAS
N(C(=O)C1=CC(OC)=C(OC)C(OC)=C1)C2=C(C(NC3=CC=C(Cl)C=C3)=O)N4C(=C2C#N)CCC4,7.14874,CAS
O=C1N(C=2C(N1C)=CN=C(NC3=C(C)C=C(OC)C=C3)C2)C4CCCC4,8.1349,CAS
O=C1N(C=2C(N1C)=CN=C(NC3=C(C)C=C(OC)C=C3)C2)C4CCOCC4,9.46852,CAS
C(C)(C)N1C(=NN=C1)C2=CC(NC(=O)C=3C(OC)=NN(C)C3)=CC=C2,5.21014,CAS
FC1=C(C=C2C(=C1)OCC[C@@H](C)CN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=CN(CCN(C)C)N=C5,7.4318,CAS
O=C1C2=C(C=3C(N2)=CC=C(OC)C3)C=4C(N1)=CC=C(O)C4,8.69897,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC=C3)C=CC2,8.52288,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C4C(=CC=C3)N(C)CCO4)C=CC2,8.1549,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C4=C(C=CC3)C=CC=N4)C=CC2,8.69897,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C4=C(C=CC3)N=CC=N4)C=CC2,8.52288,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(=O)N(C)C=CC3)C=CC2,7.74473,CAS
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(OC)=NC=NC3)C=CC2,7.76955,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=O)=C2,6.31069,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C2,5.57512,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC3=CC(=CC=C3)C=4N(C(C)C)C=NN4)=O)=C2,5.30103,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(CCCC)C=NN4)=O)=C2,6.00966,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(C=NN4)C5CCCC5)=O)=C2,5.66154,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC3=CC(=CC=C3)C=4N(C=NN4)C5CCCC5)=O)=C2,5.30103,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(C=NN4)C5CCCCC5)=O)=C2,5.30103,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC3=CC(=CC=C3)C=4N(C=NN4)C5CCCCC5)=O)=C2,5.30103,CAS
C(F)(F)(F)C=1C2=C(N(C)N1)N(C)C(=O)C(C(NC3=CC(=CC=C3)C=4N(C(C)C)C=NN4)=O)=C2,5.30103,CAS
C(F)(F)(F)C=1C2=C(N(CC)C(=O)C(C(NC=3N=C(C=CC3)C=4N(C=NN4)C5CCCCC5)=O)=C2)N(C)N1,5.8041,CAS
C(F)(F)(F)C=1C=2C(=NC(OCC3=C(F)C=CC=C3)=C(C(NC=4N=C(C=CC4)C=5N(C=NN5)C6CCCC6)=O)C2)N(C)N1,5.9914,CAS
C(F)(F)(F)C=1C=2C(=NC(OCC3=C(F)C=CC=C3)=C(C(NC=4N=C(C=CC4)C=5N(C=NN5)C6CC6)=O)C2)N(C)N1,5.88941,CAS
C(F)(F)(F)C=1C=2C(=NC(OCC3=C(F)C=CC=C3)=C(C(NC=4N=C(C=CC4)C=5N(C(C)C)C=NN5)=O)C2)N(C)N1,5.30103,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C3=CN(N=C3)C4CCC4)C5=NC(C=6N(C=NN6)C7CC7)=CC=C5,6.5391,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C3=CN(C(F)F)N=C3)C4=NC(C=5N(C=NN5)C6CC6)=CC=C4,6.53611,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C3=CN(C(C)C)N=C3)C4=NC(C=5N(C=NN5)C6CC6)=CC=C4,8.04096,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C3=CN(N=C3)C4CC4)C5=NC(C=6N(C=NN6)C7CC7)=CC=C5,8.76955,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C=3C=C4C(=CC3)NC=C4)C5=NC(C=6N(C=NN6)C7CC7)=CC=C5,5.30103,CAS
C(N1C=C(C2=C3C(=CC=C2)NC=C3)C=C(C(NC=4N=C(C=CC4)C=5N(C=NN5)C6CC6)=O)C1=O)C7=C(F)C=CC=C7,5.30103,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C=3C=NC(Cl)=NC3)C4=NC(C=5N(C=NN5)C6CC6)=CC=C4,5.62525,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C=3C=C4C(=CC3)SC=N4)C5=NC(C=6N(C=NN6)C7CC7)=CC=C5,5.30103,CAS
N(C(=O)C1=CC(=CN(CC2=C(F)C=CC=C2)C1=O)C=3C=CC=NC3)C4=NC(C=5N(C=NN5)C6CC6)=CC=C4,5.30103,CAS
N(C(=O)C=1C(=O)N(CC2=C(F)C=CC=C2)C=C(Br)C1)C3=NC(C=4N(C=NN4)C5CC5)=CC=C3,5.30103,CAS
CN1C=2C(N(C)C(=O)C3=C1SC(C)=N3)=CN=C(NC4=C(OC)C=C(C=C4)N5CCC(CC5)N6CCN(C)CC6)N2.C(C(O)=O)(F)(F)F,7.73755,CAS
CN1C=2C(NC(=O)C3=C1SC(C)=N3)=CN=C(NC4=C(OC)C=C(C=C4)N5CCC(CC5)N6CCN(C)CC6)N2.C(C(O)=O)(F)(F)F,7.20621,CAS
C(C)C=1C(=NC(NC2=C(N(=O)=O)C=CC(Cl)=N2)=NC1)N3CCN(CC=4NC=5C(N4)=CC=C(C(F)(F)F)C5)CC3,7.65758,CAS
Cn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,7.42,ChEMBL
Cc1cc2c(-c3ccc(S(=O)(=O)NCCN)s3)ccnc2[nH]1,6.6,ChEMBL
Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccc(Cl)cc4)C3c3ccc(C(C)C)cc3)sc2c1,5.2,ChEMBL
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2ccc(C(C)(C)C)cc2)cc1,5.12,ChEMBL
CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccccc4)C3c3ccc(Cl)cc3)sc2c1,5.38,ChEMBL
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,5.86,ChEMBL
Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,5.25,ChEMBL
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1,8.15,ChEMBL
COC[C@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,6.1,ChEMBL
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)F)n1,8.15,ChEMBL
COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.05,ChEMBL
CC(=O)Nc1cccc(Nc2ncc3ccccc3n2)c1,6.05,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2)n1,6.4,ChEMBL
Cc1cc(F)c(C(=O)Nc2ccccn2)cc1-n1cnc(C2CC2)c1,5.2,ChEMBL
CC(C)OC(=O)Nc1cccc(-c2nncn2C(C)C)n1,6.33,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccc2)n1,5.55,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc3ccccc3n2)n1,7.16,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnn3ccccc23)n1,5.44,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccn(C)n3)cn2)n1,7.19,ChEMBL
C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2nccc3ccccc23)n1,7.42,ChEMBL
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,8.54,ChEMBL
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,8.52,ChEMBL
Cc1c(C(=O)Nc2cccc(-n3cnnn3)c2)oc2ccccc12,4.78,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)[C@H]2CN(c3ccc(C4CC4)nc3)CCO2)n1,7.77,ChEMBL
C[C@@H]1O[C@@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O,5.96,ChEMBL
Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(F)c1,7.26,ChEMBL
CNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,5.33,ChEMBL
CN(C)c1cccc(Nc2nccc(NCCOc3ccccc3)n2)c1,5.7,ChEMBL
CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,8.7,ChEMBL
O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cnc(Cl)nc2)cn(Cc2ccccc2F)c1=O,5.62,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3o2)n1,6.82,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(Cl)c3[nH]2)n1,7.05,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3n2C)n1,6.13,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2[nH]c3ccccc3c2-c2ccoc2)n1,6.84,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cccnc4)cc3[nH]2)n1,7.16,ChEMBL
O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1cccc(Cl)c1)c1cccs1,5.35,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccnc2)n1,5.92,ChEMBL
CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,5.34,ChEMBL
COc1ccccc1C1C(C(=O)c2ccc(C)o2)=C(O)C(=O)N1c1nc2c(C)cc(C)cc2s1,4.45,ChEMBL
COc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,7.26,ChEMBL
COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,7.22,ChEMBL
C[C@@H](CO)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,7.5,ChEMBL
Cc1ccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc1-n1cnc(C2CC2)c1,5.06,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cnn(C5CCOCC5)c4)cc3[nH]2)n1,7.13,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,7.0,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(C)CCO2)n1,8.7,ChEMBL
COc1ccc(OC)c(Nc2nc(N)nc3[nH]cnc23)c1,4.72,ChEMBL
Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)oc2ccccc12,5.96,ChEMBL
Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]c2ccccc12,7.05,ChEMBL
C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,7.47,ChEMBL
NC[C@H](Oc1cnc(-c2ccoc2)c(-c2c[nH]c3ncccc23)c1)c1ccccc1,8.1,ChEMBL
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCCC3)cn2)cs1)C(F)(F)F,9.15,ChEMBL
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccnc3ccccc23)n1,5.49,ChEMBL
CC1(O)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,8.8,ChEMBL
CCCN(CCC)c1[nH]cnc2ncnc1-2,4.59,ChEMBL
CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,6.3,ChEMBL
Cc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,7.48,ChEMBL
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccn(C)c2=O)n1)C(F)(F)F,7.75,ChEMBL
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,7.51,ChEMBL
CCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,7.89,ChEMBL
COc1ccccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.28,ChEMBL
COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,7.57,ChEMBL
CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,6.3,ChEMBL
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCOC2)n1,8.1,ChEMBL
COC[C@@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,6.39,ChEMBL
O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S,6.3,ChEMBL
CCOC(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(C)=O)C3=O)o2)cc1,6.1,ChEMBL
O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)SC1=S,5.9,ChEMBL
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,7.92,ChEMBL
Cn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,7.72,ChEMBL
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCC3)cn2)cs1)C(F)(F)F,8.66,ChEMBL
